shoe_type,variable,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
adrenaline,x,122,-0.12282,-0.15423,-0.18905,-0.22679,-0.26822,-0.31592,-0.36489,-0.40972,-0.45275,-0.49402,-0.53011,-0.56077,-0.59036,-0.61958,-0.64904,-0.68124,-0.71762,-0.75899,-0.81237,-0.87833,-0.94578,-1.0072,-1.0673,-1.1244,-1.1745,-1.2165,-1.2539,-1.2911,-1.3298,-1.3697,-1.4119,-1.4589,-1.5126,-1.5711,-1.6299,-1.6883,-1.7457,-1.7994,-1.8484,-1.8926,-1.9328,-1.9701,-2.0056,-2.0395,-2.073,-2.1065,-2.1404,-2.1753,-2.2108,-2.2463,-2.2811,-2.315,-2.348,-2.3802,-2.4112,-2.4411,-2.4703,-2.4993,-2.5278,-2.5552,-2.5814,-2.6071,-2.6329,-2.6595,-2.6866,-2.7133,-2.7392,-2.7645,-2.7893,-2.8136,-2.8372,-2.8597,-2.8811,-2.9011,-2.9202,-2.9384,-2.9556,-2.972,-2.9875,-3.0022,-3.016,-3.029,-3.041,-3.052,-3.062,-3.0712,-3.0793,-3.0865,-3.093,-3.0989,-3.1037,-3.1069,-3.1086,-3.1097,-3.1104,-3.1107,-3.1098,-3.1075,-3.1038,-3.0992,-3.0937,-3.087,-3.079,-3.0698,-3.0595,-3.0478,-3.0354,-3.0226,-3.0092,-2.9948,-2.9791,-2.9623,-2.9446,-2.9264,-2.9072,-2.8868,-2.865,-2.8422,-2.8184,-2.7936,-2.7676,-2.7404,-2.7119,-2.6823,-2.6519,-2.6205,-2.5881,-2.5547,-2.5202,-2.4848,-2.4484,-2.4109,-2.372,-2.3319,-2.2912,-2.2501,-2.2083,-2.1653,-2.1208,-2.0753,-2.0293,-1.9833,-1.9372,-1.8905,-1.8428,-1.7942,-1.7451,-1.6956,-1.6459,-1.5958,-1.5455,-1.4953,-1.4454,-1.3958,-1.3465,-1.2974,-1.2487,-1.2005,-1.1532,-1.1066,-1.0605,-1.0146,-0.96906,-0.92416,-0.88008,-0.83705,-0.79538,-0.75505,-0.71594,-0.67797,-0.6409,-0.60476,-0.56992,-0.5367,-0.50496,-0.47447,-0.44515,-0.41695,-0.38984,-0.36382,-0.33879,-0.31469,-0.29159,-0.26954,-0.24812,-0.22745,-0.20819,-0.19078,-0.17478,-0.15978,-0.14546,-0.1316,-0.11849,-0.10647,-0.095464,-0.085106,-0.075706,-0.067531,-0.06015,-0.053555,-0.047925
adrenaline,x,123,-0.0043068,0.004835,0.015488,0.027273,0.040878,0.057059,0.073297,0.087838,0.10255,0.11552,0.12456,0.13234,0.13826,0.1397,0.13619,0.12825,0.11774,0.10246,0.079401,0.053217,0.027061,-0.0010528,-0.030182,-0.058761,-0.087498,-0.11605,-0.14379,-0.17036,-0.19727,-0.22758,-0.26339,-0.30529,-0.35241,-0.40545,-0.46373,-0.52394,-0.58304,-0.64035,-0.69503,-0.74648,-0.7956,-0.84236,-0.88633,-0.92739,-0.966,-1.003,-1.039,-1.0745,-1.1095,-1.144,-1.1775,-1.2102,-1.2421,-1.2735,-1.3048,-1.336,-1.3671,-1.3982,-1.4296,-1.4612,-1.4931,-1.5256,-1.5585,-1.5911,-1.6225,-1.6528,-1.6824,-1.7114,-1.7394,-1.7668,-1.794,-1.8214,-1.8485,-1.8752,-1.9017,-1.9283,-1.9545,-1.9799,-2.0043,-2.028,-2.051,-2.0734,-2.0949,-2.1149,-2.1337,-2.1514,-2.168,-2.1836,-2.1983,-2.212,-2.225,-2.2373,-2.2489,-2.2596,-2.2692,-2.278,-2.2862,-2.294,-2.301,-2.3069,-2.3119,-2.3157,-2.3181,-2.3199,-2.321,-2.3215,-2.3213,-2.3203,-2.3183,-2.3145,-2.3087,-2.3013,-2.2922,-2.281,-2.2684,-2.255,-2.2405,-2.2249,-2.2084,-2.191,-2.173,-2.1545,-2.1353,-2.1152,-2.0937,-2.0706,-2.0462,-2.0207,-1.9938,-1.9657,-1.9366,-1.9066,-1.8755,-1.8437,-1.8118,-1.7797,-1.747,-1.7131,-1.678,-1.6418,-1.605,-1.5674,-1.5295,-1.4912,-1.4528,-1.4144,-1.376,-1.3375,-1.2986,-1.2595,-1.2205,-1.1819,-1.1436,-1.1059,-1.0687,-1.0317,-0.99463,-0.95727,-0.92019,-0.88425,-0.84953,-0.81556,-0.78176,-0.74806,-0.7146,-0.68134,-0.64829,-0.61589,-0.58463,-0.55464,-0.52579,-0.49812,-0.47152,-0.44571,-0.42049,-0.39593,-0.37216,-0.34925,-0.32697,-0.30526,-0.28437,-0.26454,-0.24553,-0.22725,-0.20981,-0.19324,-0.17747,-0.16262,-0.14863,-0.13547,-0.12308,-0.11127,-0.099867,-0.089172,-0.079406,-0.070211,-0.061847,-0.054663,-0.048088,-0.042037,-0.036784
adrenaline,x,124,-0.0039475,0.005348,0.017432,0.031586,0.047612,0.067512,0.090449,0.11511,0.14355,0.17539,0.20651,0.23499,0.26424,0.28991,0.30678,0.31858,0.32863,0.33453,0.33159,0.31559,0.29064,0.26207,0.22605,0.18217,0.13897,0.10139,0.067905,0.036896,0.0088894,-0.01562,-0.038545,-0.063505,-0.092467,-0.12609,-0.16483,-0.21278,-0.27464,-0.35201,-0.44008,-0.53848,-0.64189,-0.74506,-0.84116,-0.92872,-1.0084,-1.0819,-1.1499,-1.2135,-1.2747,-1.3337,-1.3909,-1.4471,-1.5035,-1.5612,-1.6206,-1.6807,-1.7411,-1.801,-1.8595,-1.9166,-1.9715,-2.0242,-2.0751,-2.1248,-2.1732,-2.2202,-2.2656,-2.3096,-2.3526,-2.3943,-2.4352,-2.4757,-2.5165,-2.5574,-2.5978,-2.637,-2.675,-2.7124,-2.7493,-2.786,-2.8221,-2.8573,-2.8909,-2.9232,-2.9546,-2.9851,-3.0147,-3.0431,-3.0704,-3.0964,-3.1215,-3.1458,-3.1688,-3.1901,-3.2103,-3.2291,-3.2452,-3.2575,-3.268,-3.2756,-3.2797,-3.2812,-3.2818,-3.2814,-3.2801,-3.2765,-3.2713,-3.2654,-3.2592,-3.252,-3.2432,-3.2327,-3.2205,-3.2063,-3.1901,-3.1711,-3.1491,-3.1249,-3.0996,-3.0729,-3.0447,-3.0153,-2.9842,-2.9511,-2.9163,-2.8802,-2.843,-2.8044,-2.7646,-2.7234,-2.6805,-2.636,-2.5899,-2.5423,-2.4934,-2.4437,-2.3936,-2.3429,-2.2918,-2.2404,-2.1888,-2.1368,-2.0842,-2.0309,-1.977,-1.9224,-1.8673,-1.8118,-1.7562,-1.7006,-1.6446,-1.5888,-1.5338,-1.48,-1.4269,-1.3736,-1.3199,-1.2663,-1.2134,-1.1616,-1.1108,-1.0608,-1.0117,-0.96367,-0.9166,-0.8707,-0.8262,-0.78315,-0.74149,-0.70081,-0.66113,-0.62287,-0.58649,-0.55181,-0.51812,-0.48536,-0.45365,-0.42339,-0.39486,-0.36844,-0.34362,-0.32008,-0.29801,-0.27761,-0.25884,-0.2413,-0.22456,-0.20823,-0.1925,-0.1777,-0.16407,-0.15142,-0.13946,-0.12791,-0.11651,-0.10538,-0.09506,-0.085939,-0.077561,-0.069911,-0.063129
adrenaline,x,125,-0.0081847,-0.0053063,-0.00090139,0.0045755,0.011203,0.021227,0.03365,0.046924,0.06135,0.077498,0.094649,0.11306,0.13463,0.1558,0.17249,0.18743,0.20167,0.21149,0.21292,0.20444,0.18951,0.17251,0.14738,0.11326,0.076924,0.041872,0.0050267,-0.03205,-0.067479,-0.10241,-0.1373,-0.17222,-0.2068,-0.24094,-0.27593,-0.3134,-0.35424,-0.39795,-0.44402,-0.49285,-0.54505,-0.59985,-0.65607,-0.7143,-0.77291,-0.82873,-0.88094,-0.93009,-0.97613,-1.0188,-1.0586,-1.0956,-1.1303,-1.1631,-1.1951,-1.2274,-1.2603,-1.2931,-1.3256,-1.3577,-1.3895,-1.4208,-1.4517,-1.4821,-1.5123,-1.5426,-1.573,-1.6034,-1.6336,-1.6633,-1.6925,-1.7208,-1.7474,-1.7715,-1.7936,-1.8139,-1.8326,-1.8502,-1.867,-1.8832,-1.8987,-1.9135,-1.9279,-1.942,-1.9562,-1.9702,-1.9838,-1.9971,-2.0103,-2.0228,-2.0341,-2.0444,-2.0538,-2.0624,-2.0704,-2.0779,-2.0849,-2.0915,-2.0985,-2.1049,-2.1098,-2.1132,-2.1161,-2.1183,-2.1197,-2.1201,-2.1196,-2.1186,-2.1167,-2.1139,-2.1105,-2.1067,-2.1022,-2.0967,-2.09,-2.0812,-2.0707,-2.0593,-2.0477,-2.0355,-2.0226,-2.0086,-1.9932,-1.9764,-1.9587,-1.9402,-1.9207,-1.9004,-1.8796,-1.8584,-1.8368,-1.8147,-1.7919,-1.7685,-1.7442,-1.7188,-1.6923,-1.6648,-1.6367,-1.6082,-1.5794,-1.5501,-1.52,-1.4888,-1.4568,-1.4244,-1.3915,-1.3582,-1.3241,-1.2894,-1.2545,-1.2202,-1.1868,-1.154,-1.121,-1.0871,-1.0523,-1.0171,-0.98213,-0.94758,-0.91316,-0.87883,-0.84462,-0.81046,-0.77638,-0.7428,-0.71007,-0.67831,-0.64728,-0.61652,-0.58555,-0.55481,-0.52494,-0.4964,-0.4691,-0.44285,-0.41739,-0.3923,-0.36764,-0.34367,-0.32062,-0.29834,-0.2771,-0.25704,-0.23798,-0.21988,-0.20271,-0.18621,-0.17035,-0.15545,-0.14174,-0.12886,-0.11678,-0.10566,-0.095435,-0.085938,-0.077191,-0.069162,-0.061606,-0.054583,-0.048195
adrenaline,x,126,-0.0034698,0.0024736,0.010021,0.018705,0.028612,0.040773,0.0547,0.070188,0.088644,0.109,0.12989,0.1522,0.17491,0.19498,0.21229,0.22774,0.23925,0.24634,0.24938,0.24848,0.2457,0.24068,0.23282,0.22202,0.20885,0.19292,0.17324,0.14913,0.12093,0.089396,0.05706,0.024705,-0.0077062,-0.038641,-0.066469,-0.090647,-0.11217,-0.13128,-0.14956,-0.1682,-0.18912,-0.21354,-0.24336,-0.28045,-0.32424,-0.37254,-0.42534,-0.4828,-0.54208,-0.60051,-0.65788,-0.7148,-0.77005,-0.82275,-0.87348,-0.92304,-0.97177,-1.02,-1.0687,-1.1184,-1.1687,-1.2186,-1.2678,-1.3168,-1.3655,-1.4137,-1.4615,-1.5085,-1.5544,-1.5989,-1.6421,-1.6846,-1.7269,-1.7692,-1.8114,-1.8534,-1.8949,-1.9357,-1.9763,-2.0174,-2.0592,-2.1014,-2.144,-2.1866,-2.229,-2.2707,-2.3116,-2.3516,-2.3907,-2.4283,-2.4644,-2.4986,-2.5303,-2.5601,-2.5888,-2.6162,-2.6423,-2.6673,-2.6917,-2.7155,-2.7381,-2.7598,-2.7806,-2.8002,-2.8182,-2.8343,-2.8483,-2.8593,-2.867,-2.872,-2.8754,-2.877,-2.877,-2.8748,-2.87,-2.8637,-2.8559,-2.8465,-2.8355,-2.823,-2.8093,-2.7946,-2.7785,-2.7608,-2.741,-2.7191,-2.6958,-2.6715,-2.6458,-2.6182,-2.5888,-2.5578,-2.5256,-2.4921,-2.457,-2.4206,-2.3833,-2.3454,-2.3068,-2.2675,-2.2271,-2.1855,-2.1428,-2.0993,-2.0553,-2.0108,-1.9654,-1.9192,-1.8724,-1.8249,-1.7768,-1.7283,-1.6795,-1.6304,-1.5809,-1.5311,-1.4814,-1.4321,-1.3834,-1.3351,-1.287,-1.2393,-1.1922,-1.1453,-1.0981,-1.051,-1.0047,-0.9596,-0.91532,-0.87165,-0.82881,-0.78708,-0.74646,-0.70679,-0.66807,-0.6304,-0.59401,-0.5586,-0.52375,-0.48931,-0.45577,-0.42372,-0.3935,-0.36468,-0.33671,-0.30921,-0.28261,-0.25766,-0.23455,-0.21288,-0.19242,-0.17287,-0.1543,-0.1371,-0.12142,-0.10672,-0.093293,-0.081575,-0.071045,-0.061595,-0.05349
adrenaline,x,127,0.0021204,0.0079391,0.015553,0.024381,0.035831,0.049838,0.0648,0.081437,0.099529,0.118,0.13725,0.15715,0.17738,0.19851,0.21899,0.23783,0.2566,0.27104,0.27796,0.28128,0.28236,0.27679,0.25932,0.23272,0.19696,0.15501,0.11369,0.073132,0.031133,-0.013623,-0.059764,-0.10565,-0.14995,-0.1917,-0.23177,-0.2715,-0.31352,-0.35958,-0.41052,-0.46705,-0.52856,-0.59462,-0.662,-0.72648,-0.78726,-0.84462,-0.89801,-0.94736,-0.99412,-1.0395,-1.0837,-1.1263,-1.1677,-1.2089,-1.2504,-1.292,-1.3334,-1.3746,-1.4149,-1.4536,-1.4906,-1.5264,-1.5614,-1.596,-1.6305,-1.6654,-1.7008,-1.7368,-1.7728,-1.8085,-1.8434,-1.8772,-1.9105,-1.9436,-1.9768,-2.0103,-2.0439,-2.0769,-2.1089,-2.1397,-2.1701,-2.1996,-2.2269,-2.2517,-2.2749,-2.297,-2.318,-2.338,-2.3575,-2.3765,-2.3945,-2.4116,-2.4282,-2.4447,-2.4612,-2.4775,-2.4933,-2.5081,-2.5217,-2.534,-2.5452,-2.5554,-2.5644,-2.5727,-2.5796,-2.5846,-2.5887,-2.5922,-2.5951,-2.5977,-2.5998,-2.6006,-2.6,-2.5979,-2.5945,-2.5897,-2.5828,-2.5728,-2.56,-2.5445,-2.527,-2.5084,-2.4885,-2.4671,-2.4437,-2.4186,-2.3927,-2.3663,-2.3389,-2.3101,-2.2797,-2.2474,-2.2136,-2.1788,-2.143,-2.1063,-2.0687,-2.0299,-1.9899,-1.9489,-1.9073,-1.8654,-1.8231,-1.7798,-1.7357,-1.6912,-1.6461,-1.6004,-1.554,-1.5069,-1.4595,-1.4121,-1.3653,-1.3194,-1.2739,-1.2285,-1.1832,-1.1383,-1.094,-1.0502,-1.0071,-0.96487,-0.92381,-0.88404,-0.84533,-0.80727,-0.77022,-0.73452,-0.69982,-0.66558,-0.63174,-0.59935,-0.56918,-0.54096,-0.51349,-0.486,-0.45866,-0.43189,-0.40583,-0.38047,-0.35644,-0.33401,-0.31254,-0.29154,-0.27102,-0.25128,-0.23206,-0.21291,-0.19471,-0.17853,-0.16399,-0.15026,-0.13689,-0.12408,-0.11165,-0.09888,-0.085849,-0.074944,-0.066777,-0.059836,-0.05476
adrenaline,x,129,-0.017976,-0.01514,-0.011354,-0.0068928,-0.0019291,0.0045728,0.012863,0.022798,0.035365,0.052109,0.071744,0.093089,0.11919,0.1497,0.17891,0.20317,0.22371,0.2385,0.24526,0.24318,0.22445,0.19407,0.16293,0.12884,0.088901,0.047525,0.011652,-0.017291,-0.040624,-0.062342,-0.084778,-0.11198,-0.14478,-0.18328,-0.22731,-0.28072,-0.3411,-0.40588,-0.47264,-0.54014,-0.60596,-0.67063,-0.73665,-0.8034,-0.86909,-0.93198,-0.99185,-1.0485,-1.1026,-1.1543,-1.2025,-1.2472,-1.289,-1.3298,-1.3709,-1.4123,-1.4532,-1.4938,-1.5344,-1.5748,-1.6147,-1.6536,-1.6916,-1.7293,-1.7669,-1.8042,-1.8411,-1.8779,-1.9147,-1.9518,-1.9887,-2.0245,-2.0582,-2.09,-2.12,-2.1487,-2.1765,-2.2038,-2.2308,-2.2574,-2.2837,-2.3096,-2.3346,-2.3586,-2.381,-2.4014,-2.4197,-2.4365,-2.4521,-2.4668,-2.4805,-2.4934,-2.5056,-2.5171,-2.5278,-2.5374,-2.546,-2.5542,-2.5624,-2.5702,-2.5763,-2.58,-2.5815,-2.5817,-2.5814,-2.5799,-2.5768,-2.5713,-2.564,-2.5559,-2.5473,-2.5377,-2.527,-2.515,-2.5024,-2.4897,-2.4771,-2.4642,-2.4503,-2.4349,-2.418,-2.3995,-2.3795,-2.3578,-2.3345,-2.3103,-2.2857,-2.2607,-2.2353,-2.2094,-2.1829,-2.1557,-2.1273,-2.0974,-2.0657,-2.0327,-1.9991,-1.9649,-1.9304,-1.896,-1.8617,-1.827,-1.7916,-1.7555,-1.7192,-1.683,-1.6468,-1.6102,-1.573,-1.5354,-1.4975,-1.4592,-1.4203,-1.381,-1.341,-1.3008,-1.2609,-1.2212,-1.1817,-1.1422,-1.1026,-1.0631,-1.0237,-0.98506,-0.9472,-0.91023,-0.87405,-0.83819,-0.80228,-0.76629,-0.73069,-0.6958,-0.66187,-0.62889,-0.597,-0.56626,-0.53662,-0.50801,-0.48029,-0.45332,-0.42712,-0.40176,-0.37735,-0.35377,-0.33117,-0.30967,-0.28929,-0.26975,-0.2507,-0.23205,-0.21357,-0.19556,-0.17873,-0.16384,-0.15057,-0.13832,-0.12666,-0.11528,-0.10429,-0.093748,-0.083708
adrenaline,y,1,0.0062388,0.0084994,0.011255,0.014408,0.017952,0.022336,0.027174,0.031847,0.036199,0.040527,0.044679,0.048525,0.052524,0.056051,0.058443,0.059112,0.059616,0.062144,0.066034,0.070914,0.075745,0.080926,0.087781,0.098116,0.10492,0.10227,0.090814,0.074611,0.05601,0.03509,0.010816,-0.011138,-0.027607,-0.039146,-0.047978,-0.051651,-0.046723,-0.030943,-0.0081701,0.019157,0.054305,0.098205,0.14011,0.17288,0.2007,0.22366,0.2395,0.24761,0.2528,0.2574,0.26279,0.27238,0.28682,0.30443,0.32244,0.34218,0.36195,0.3797,0.39407,0.40651,0.41782,0.42898,0.44042,0.4523,0.4644,0.47652,0.48843,0.49979,0.50984,0.51865,0.5266,0.53367,0.53949,0.5442,0.54842,0.55213,0.5554,0.55799,0.5593,0.559,0.5576,0.55533,0.55282,0.55024,0.54728,0.5447,0.54325,0.54245,0.54186,0.54118,0.54027,0.53904,0.53746,0.53554,0.53297,0.52981,0.52651,0.52337,0.52001,0.51657,0.51329,0.51013,0.50703,0.50411,0.50147,0.49911,0.49676,0.49418,0.49117,0.48779,0.48416,0.48037,0.47633,0.47206,0.46756,0.46275,0.45744,0.45165,0.44547,0.43879,0.43162,0.42411,0.41641,0.40848,0.40032,0.39185,0.38288,0.37339,0.36345,0.35321,0.34274,0.33214,0.32135,0.3103,0.29916,0.28817,0.27736,0.26644,0.25528,0.24393,0.23266,0.22165,0.21097,0.20042,0.18978,0.17917,0.16873,0.15873,0.14922,0.14029,0.13185,0.12367,0.11561,0.10776,0.10028,0.093183,0.086433,0.079965,0.073813,0.067975,0.062562,0.057604,0.052964,0.048444,0.044082,0.039974,0.036133,0.032527,0.029274,0.026426,0.023945,0.021719,0.019696,0.01782,0.016098,0.014519,0.012917,0.011172,0.0095494,0.0083885,0.0075747,0.0069517,0.0065832,0.0064868,0.0065213,0.0065385,0.0063873,0.0061361,0.0059548,0.0058695,0.0057273,0.0053265,0.0048594,0.0045651,0.0044546,0.0044037,0.004434,0.0045577,0.0047204,0.0049106,0.0051235
adrenaline,y,2,0.0092459,0.011799,0.012827,0.012741,0.011394,0.0074599,0.0018688,-0.0044184,-0.013934,-0.025703,-0.036647,-0.046,-0.05508,-0.061947,-0.065314,-0.067726,-0.069383,-0.069491,-0.064092,-0.053314,-0.039863,-0.02153,0.005475,0.033817,0.057502,0.082339,0.1051,0.11779,0.121,0.12269,0.1239,0.12465,0.12474,0.1253,0.12756,0.13516,0.14693,0.1593,0.17134,0.18462,0.19852,0.21206,0.22523,0.23832,0.25111,0.2636,0.2761,0.28842,0.29997,0.31104,0.32255,0.33566,0.35051,0.36619,0.38244,0.40019,0.41889,0.43646,0.4522,0.46641,0.47881,0.48882,0.49668,0.50317,0.5091,0.5146,0.51968,0.52436,0.52869,0.5326,0.53614,0.53948,0.54288,0.54635,0.55002,0.55403,0.55858,0.56377,0.56959,0.57603,0.58272,0.58924,0.59546,0.60169,0.60782,0.61371,0.61919,0.62442,0.62984,0.63545,0.64086,0.64591,0.65066,0.65534,0.65978,0.66362,0.66666,0.66877,0.67006,0.67035,0.6696,0.66786,0.66543,0.66214,0.65815,0.65324,0.64776,0.64183,0.63545,0.62856,0.62103,0.61268,0.60342,0.5935,0.58316,0.57226,0.56062,0.54808,0.53473,0.52092,0.50688,0.49275,0.47843,0.46385,0.44894,0.4337,0.41828,0.40285,0.38735,0.37177,0.35607,0.34044,0.32496,0.30961,0.29419,0.27874,0.26337,0.24823,0.23322,0.21831,0.20355,0.18898,0.17462,0.1604,0.1463,0.13256,0.11945,0.10697,0.094944,0.083343,0.072167,0.06145,0.051307,0.041862,0.033052,0.02474,0.016864,0.0093636,0.002295,-0.0040971,-0.0097194,-0.014837,-0.01948,-0.023513,-0.027051,-0.030146,-0.032537,-0.034283,-0.03569,-0.036746,-0.037488,-0.037934,-0.038094,-0.038076,-0.037995,-0.037868,-0.03764,-0.037217,-0.036306,-0.035055,-0.033609,-0.031737,-0.029638,-0.027731,-0.025931,-0.023981,-0.022153,-0.020688,-0.019392,-0.018262,-0.017375,-0.01665,-0.016003,-0.015425,-0.014878,-0.014326,-0.013781,-0.013251,-0.012691,-0.012104,-0.011509
adrenaline,y,3,0.030005,0.039271,0.049913,0.061687,0.074366,0.088285,0.10419,0.12298,0.14969,0.18124,0.2102,0.23561,0.26299,0.28208,0.2832,0.26848,0.24441,0.21797,0.17964,0.12401,0.070833,0.03381,7.8997e-05,-0.024151,-0.028825,-0.017612,0.0022621,0.025669,0.055497,0.10015,0.14651,0.18176,0.21267,0.23882,0.25248,0.25616,0.25817,0.25976,0.26144,0.26424,0.26854,0.274,0.28298,0.29507,0.30649,0.31552,0.32399,0.33122,0.3361,0.33938,0.34177,0.34275,0.34245,0.34124,0.33959,0.33749,0.33451,0.33165,0.33055,0.33111,0.33333,0.33659,0.341,0.34702,0.35429,0.36189,0.36992,0.37841,0.38724,0.39668,0.40673,0.41691,0.42674,0.43626,0.44563,0.45482,0.46376,0.47252,0.48115,0.48973,0.49813,0.50607,0.51343,0.52048,0.5272,0.53337,0.53913,0.54427,0.54852,0.55161,0.5538,0.55525,0.55572,0.55483,0.55259,0.54927,0.54481,0.53946,0.53342,0.5272,0.52072,0.51411,0.50731,0.50021,0.49279,0.48506,0.47725,0.46952,0.46188,0.45422,0.44653,0.43875,0.43086,0.42277,0.41426,0.40514,0.39532,0.38488,0.37402,0.36285,0.35125,0.33923,0.32682,0.31407,0.30101,0.28774,0.27429,0.26066,0.24694,0.23314,0.21923,0.2052,0.19102,0.17669,0.16228,0.14801,0.13396,0.12007,0.10631,0.09262,0.078921,0.065316,0.052009,0.039106,0.026563,0.014451,0.0027028,-0.0087275,-0.019641,-0.029851,-0.03953,-0.048732,-0.057101,-0.064463,-0.071119,-0.077069,-0.082305,-0.087146,-0.091488,-0.094981,-0.097781,-0.10018,-0.10171,-0.10228,-0.10221,-0.10169,-0.10083,-0.099244,-0.096963,-0.094457,-0.091771,-0.088532,-0.085041,-0.081651,-0.078337,-0.074954,-0.071447,-0.067692,-0.063745,-0.059803,-0.055984,-0.052094,-0.048283,-0.044783,-0.041684,-0.038782,-0.035913,-0.03291,-0.029774,-0.026703,-0.023888,-0.021236,-0.018746,-0.016509,-0.014527,-0.01269,-0.010996,-0.0094364,-0.0079511,-0.0065504,-0.0052637
adrenaline,y,4,-0.011766,-0.011977,-0.012818,-0.014103,-0.016044,-0.019724,-0.024625,-0.030272,-0.038844,-0.049107,-0.058297,-0.065844,-0.073039,-0.078907,-0.082874,-0.086241,-0.088641,-0.089279,-0.088075,-0.085486,-0.082227,-0.078021,-0.071981,-0.064683,-0.056615,-0.046799,-0.035159,-0.021955,-0.0061512,0.012435,0.031801,0.051961,0.074024,0.094579,0.10996,0.12211,0.13178,0.13735,0.13974,0.13822,0.13336,0.12599,0.11762,0.11039,0.10656,0.10491,0.10702,0.11335,0.12555,0.14306,0.16333,0.1858,0.21051,0.23477,0.25645,0.27692,0.29568,0.31242,0.32765,0.34195,0.3553,0.36769,0.37911,0.38968,0.39952,0.40878,0.41754,0.42592,0.43396,0.44176,0.44887,0.45523,0.46056,0.46419,0.46575,0.46565,0.46354,0.46034,0.45557,0.44973,0.44379,0.43735,0.43112,0.42684,0.42494,0.42366,0.4233,0.42399,0.42577,0.42799,0.42994,0.43159,0.43322,0.43473,0.4361,0.43736,0.43848,0.43949,0.4409,0.44244,0.44365,0.44455,0.4453,0.44567,0.44547,0.44494,0.44413,0.44316,0.44175,0.43981,0.43711,0.43341,0.42865,0.42299,0.41649,0.40866,0.40008,0.39131,0.38231,0.37294,0.36343,0.35385,0.34403,0.33381,0.32308,0.31176,0.3001,0.28832,0.27661,0.265,0.25333,0.24142,0.2293,0.21718,0.20521,0.19337,0.18168,0.17023,0.15895,0.14787,0.13708,0.1266,0.11643,0.1066,0.097154,0.088151,0.079502,0.071087,0.062806,0.05487,0.047524,0.040746,0.034334,0.028227,0.022413,0.016926,0.011917,0.0073757,0.0032115,-0.00048225,-0.0036486,-0.0064795,-0.0090219,-0.011233,-0.013124,-0.014797,-0.016184,-0.017267,-0.01818,-0.018914,-0.019423,-0.019783,-0.020077,-0.020337,-0.020704,-0.021193,-0.021575,-0.021704,-0.021625,-0.021432,-0.021202,-0.020655,-0.01975,-0.018786,-0.017956,-0.017115,-0.016381,-0.015905,-0.015628,-0.015405,-0.015119,-0.014574,-0.013832,-0.013137,-0.012487,-0.01163,-0.010801,-0.010216,-0.0097147,-0.0092427,-0.0088095
